"Lng","Lat","tradeTime","activeDays","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
116.35335,39.875618,"2016-08-27",171,28,678,42315,160.23,2,2,1,2,30,"tower","2001","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","No subway",2,60456
116.330365,40.065703,"2016-07-11",124,13,384.6,31327,122.77,3,2,1,2,6,"plate","1998","Simplicity","steel-concrete composite",0.5,"No elevator","Five years property","No subway",6,47487
116.229624,39.915004,"2016-08-12",155,17,255,39231,65,3,1,1,1,16,"tower","1985","Simplicity","steel-concrete composite",0.286,"Elevator","No five years property","Subway",9,51471
116.476665,39.996957,"2016-07-28",141,36,310,52543,59,2,1,1,1,6,"plate","1985","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,64178
116.282889,39.942772,"2016-06-29",111,45,680,52714,129,3,2,1,2,9,"combination of plate and tower","2003","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",8,74745
116.354191,40.035178,"2016-08-11",154,10,818,58596,139.6,3,1,1,2,27,"combination of plate and tower","2009","Simplicity","steel-concrete composite",0.4,"Elevator","No five years property","No subway",8,65278
116.434583,39.931714,"2016-07-18",130,42,918,73440,125,4,2,1,2,6,"plate","2003","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","Subway",1,128168
116.352882,40.05023,"2016-07-19",131,54,430,45264,95,2,1,1,1,18,"plate","2007","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",8,71309
116.425856,39.90406,"2016-12-19",284,25,870,75745,114.86,1,1,1,1,16,"tower","2013","hardcover","steel-concrete composite",0.276,"Elevator","No five years property","Subway",1,77289
116.468902,39.882519,"2016-08-10",153,87,247,43243,57.12,2,1,1,1,6,"plate","1980","hardcover","mixed",0.333,"No elevator","No five years property","Subway",7,57047
116.530553,39.921425,"2016-08-04",147,35,455,43869,103.72,2,2,1,1,12,"plate","Î´Öª","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",7,56631
116.419618,39.845427,"2016-10-29",233,44,196,27394,71.55,1,1,1,1,4,"tower","2010","hardcover","steel-concrete composite",0.071,"Elevator","No five years property","Subway",2,57313
116.450729,39.977923,"2016-08-15",158,26,1745,86816,201,4,2,1,2,18,"plate","2012","hardcover","steel-concrete composite",0.667,"Elevator","No five years property","Subway",7,109848
116.512261,39.943052,"2016-09-06",180,42,336,50053,67.13,2,2,1,1,22,"tower","2007","hardcover","steel-concrete composite",0.083,"No elevator","Five years property","No subway",7,71215
116.384155,40.070139,"2016-07-21",133,59,470,51837,90.67,2,2,1,2,9,"plate","2008","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",8,63651
116.440069,39.902423,"2016-06-22",104,18,800,91544,87.39,2,1,1,1,11,"plate","2004","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",1,110212
116.417974,40.001717,"2016-08-15",158,113,281,49256,57.05,1,0,1,1,5,"plate","2007","hardcover","steel-concrete composite",0.061,"Elevator","No five years property","Subway",7,70861
116.49983,39.94453,"2016-07-15",127,24,1400,75269,186,3,2,1,2,27,"plate","2006","hardcover","steel-concrete composite",1,"Elevator","Five years property","No subway",7,91231
116.407868,39.95802,"2016-06-28",110,33,355,70451,50.39,2,1,1,1,6,"plate","1986","hardcover","mixed",0.333,"No elevator","Five years property","Subway",1,90665
116.314787,39.981606,"2016-08-05",148,34,480,83624,57.4,2,1,1,1,16,"tower","1988","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,92592
116.600168,39.937451,"2016-08-15",158,27,975,42977,226.87,4,2,1,3,15,"combination of plate and tower","2009","hardcover","steel-concrete composite",1,"Elevator","Five years property","Subway",7,51255
116.511545,39.904464,"2016-09-29",203,48,430,47227,91.05,2,1,1,1,24,"tower","2011","hardcover","steel-concrete composite",0.3,"Elevator","No five years property","Subway",7,59025
116.456795,39.973905,"2016-08-14",157,163,740,63248,117,2,2,1,2,27,"plate","2007","hardcover","steel-concrete composite",0.667,"Elevator","No five years property","Subway",7,86465
116.661432,40.180564,"2016-06-20",102,27,233.6,22462,104,2,2,1,1,6,"plate","1999","hardcover","brick and concrete",0.5,"No elevator","Five years property","No subway",13,31282
116.24585,39.839535,"2016-07-25",137,92,256.9,26714,96.17,2,1,1,1,22,"tower","2004","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","No subway",2,39408
116.285444,39.9002,"2016-07-28",140,63,408,38354,106.38,2,1,1,1,22,"tower","2002","Simplicity","steel-concrete composite",0.3,"Elevator","Five years property","No subway",2,51741
116.309045,40.083072,"2016-07-17",129,24,329,25107,131.04,3,2,1,1,6,"plate","2000","hardcover","brick and concrete",0.5,"No elevator","No five years property","No subway",6,41411
116.43343,39.958449,"2016-08-25",167,45,502,87305,57.5,2,1,1,1,6,"plate","1990","Simplicity","mixed",0.333,"No elevator","No five years property","Subway",1,97882
116.417472,39.862988,"2016-09-14",187,186,275,46793,58.77,1,0,1,1,24,"tower","2006","Simplicity","steel-concrete composite",0.3,"Elevator","No five years property","Subway",2,50960
116.34663,40.096608,"2016-08-04",147,97,205,44488,46.08,1,0,1,1,11,"tower","2006","hardcover","steel-concrete composite",0.167,"Elevator","No five years property","Subway",6,48298
116.41678,40.071013,"2016-06-27",109,47,320,25805,124.01,3,1,1,2,15,"tower","2001","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",6,34439
116.462185,39.884984,"2016-07-25",137,66,270,36131,74.73,2,1,1,1,18,"tower","1992","Simplicity","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,55151
116.31681,39.768231,"2016-06-24",106,37,223,54391,41,2,1,1,2,16,"combination of plate and tower","2012","rough","steel-concrete composite",0.222,"Elevator","No five years property","No subway",4,68041
116.347957,39.921131,"2016-07-04",115,38,501,93997,53.3,2,1,1,1,6,"plate","1981","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",10,113826
116.516836,39.906378,"2016-08-22",165,55,400,39604,101,2,1,1,1,16,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","No subway",7,54817
116.698943,39.942109,"2016-07-04",116,20,303.5,30967,98.01,2,1,1,1,6,"plate","2000","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",11,39020
116.381193,40.012769,"2016-08-10",152,109,580,53212,109,3,1,1,1,5,"plate","1999","hardcover","brick and concrete",0.5,"No elevator","No five years property","No subway",7,61280
116.35335,39.875618,"2016-07-21",132,3,740,40074,184.66,3,2,1,2,30,"tower","2001","Simplicity","steel-concrete composite",0.375,"Elevator","No five years property","No subway",2,60456
116.277918,39.899149,"2016-07-31",142,21,275,35530,77.4,1,1,1,1,18,"combination of plate and tower","2005","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","No subway",2,52046
116.638919,39.900576,"2016-08-17",160,20,220,34445,63.87,1,1,1,1,22,"tower","2009","rough","steel-concrete composite",0.333,"Elevator","No five years property","No subway",11,45099
116.603118,39.906824,"2016-06-25",107,7,345.5,39262,88,2,1,1,1,15,"combination of plate and tower","2010","rough","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,57024
116.229624,39.915004,"2016-07-11",123,27,237,38018,62.34,2,1,1,1,16,"tower","1985","Simplicity","steel-concrete composite",0.286,"Elevator","Five years property","Subway",9,51471
116.384155,40.070139,"2016-07-29",141,22,450,50280,89.5,2,1,1,1,20,"tower","2008","hardcover","steel-concrete composite",0.167,"Elevator","No five years property","No subway",8,63651
116.459544,39.954027,"2016-08-08",150,29,300.5,59271,50.7,2,0,1,1,16,"combination of plate and tower","1982","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,65882
116.379698,39.848129,"2016-06-25",107,42,463,47620,97.23,2,1,1,1,14,"plate","2005","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","No subway",2,60793
116.390606,39.968195,"2016-07-18",129,50,536,92414,58,2,1,1,1,6,"plate","1983","hardcover","mixed",0.5,"No elevator","Five years property","No subway",10,124680
116.442322,39.922354,"2016-06-16",97,13,342,58612,58.35,2,1,1,1,20,"tower","1984","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,75870
116.377299,39.984455,"2016-07-28",139,37,469,71061,66,2,1,1,1,16,"tower","Î´Öª","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,91201
116.469439,39.891382,"2016-06-20",101,20,236,46275,51,1,1,1,1,16,"tower","2003","Simplicity","steel-concrete composite",0.087,"Elevator","Five years property","Subway",7,62443
116.236106,39.899968,"2016-07-10",122,19,428,33269,128.65,2,2,1,2,16,"plate","2003","hardcover","steel-concrete composite",0.125,"Elevator","Five years property","No subway",9,49581
116.309045,40.083072,"2016-07-18",130,36,390,29463,132.37,3,2,1,2,6,"plate","2000","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,41411
116.340205,39.975749,"2016-07-29",140,12,785,69470,113,2,1,1,1,24,"tower","1999","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","Subway",8,83717
116.485616,40.006096,"2016-09-05",179,39,1028,46738,219.95,4,2,1,2,25,"tower","2003","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",7,65597
116.265368,40.228128,"2016-07-27",138,66,164,25231,65,1,1,1,1,6,"plate","1995","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",6,33112
116.440006,39.998639,"2016-10-24",227,38,3400,85357,398.33,7,3,1,4,12,"plate","2012","hardcover","steel-concrete composite",1,"Elevator","No five years property","No subway",7,95923
116.371187,40.00245,"2016-08-05",147,92,380,64958,58.5,2,1,1,1,6,"plate","1991","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",8,80401
116.330515,39.978517,"2016-08-02",145,30,850,72613,117.06,3,1,1,1,6,"plate","1996","other","steel-concrete composite",0.5,"No elevator","No five years property","Subway",8,84583
116.428929,39.980782,"2016-07-03",114,29,595,66481,89.5,3,1,1,1,6,"plate","1998","hardcover","brick and concrete",0.5,"No elevator","Five years property","Subway",7,73449
116.42537,40.052808,"2016-08-24",166,46,628,42433,148,3,2,1,2,25,"combination of plate and tower","2008","hardcover","steel-concrete composite",0.3,"Elevator","No five years property","Subway",7,60785
116.386269,39.888411,"2016-08-18",160,66,738,80375,91.82,2,2,1,1,12,"combination of plate and tower","1999","Simplicity","steel-concrete composite",0.667,"Elevator","Five years property","Subway",10,104198
116.448513,39.978977,"2016-09-06",180,64,350,63475,55.14,1,0,1,1,18,"combination of plate and tower","2003","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,75022
116.51803,39.873921,"2016-08-07",149,79,200,34905,57.3,2,1,1,1,6,"plate","1987","other","mixed",0.5,"No elevator","Five years property","No subway",7,44805
116.475239,39.938541,"2016-07-12",123,28,345,55826,61.8,3,1,1,1,6,"plate","1980","hardcover","steel-concrete composite",0.333,"No elevator","Five years property","Subway",7,67859
116.333042,40.037213,"2016-07-27",138,259,319,47684,66.9,2,1,1,1,4,"plate","1991","Simplicity","brick and concrete",0.333,"No elevator","Five years property","No subway",8,70826
116.308152,39.986695,"2016-09-10",183,47,477,89159,53.5,2,1,1,1,6,"plate","1992","rough","mixed",0.333,"No elevator","Five years property","No subway",8,93192
116.501794,39.799347,"2016-07-15",127,44,462,42472,108.78,2,2,1,1,5,"plate","2004","hardcover","mixed",0.5,"No elevator","Five years property","No subway",3,54842
116.422403,39.987661,"2016-09-07",180,147,393,68948,57,2,1,1,1,6,"plate","1987","hardcover","mixed",0.5,"No elevator","Five years property","Subway",7,69186
116.475341,39.880705,"2016-06-29",110,71,381,45031,84.61,3,1,1,1,19,"tower","1992","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,58502
116.452415,39.958437,"2016-07-01",112,26,420,56926,73.78,3,1,1,1,6,"plate","1984","hardcover","steel",0.333,"No elevator","No five years property","Subway",7,63401
116.475021,40.010031,"2016-08-02",144,76,478,46521,102.75,2,1,1,1,28,"tower","2001","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,55316
116.354913,40.040671,"2016-06-28",109,12,555,41730,133,2,2,1,2,30,"tower","2002","Simplicity","steel-concrete composite",0.375,"Elevator","Five years property","Subway",8,60688
116.454043,39.903712,"2016-07-23",134,73,530,53639,98.81,3,1,1,1,7,"plate","1997","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,68712
116.471324,39.904147,"2016-07-17",128,18,232,55239,42,1,0,1,1,23,"tower","Î´Öª","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",7,69391
116.393817,39.989275,"2016-09-25",198,57,320,39025,82,1,1,0,1,11,"tower","Î´Öª","Simplicity","steel-concrete composite",0.067,"No elevator","No five years property","Subway",7,41753
116.297022,39.788637,"2016-06-30",111,25,124,29744,41.69,1,1,1,1,7,"plate","2002","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",4,44170
116.309045,40.083072,"2016-07-21",132,80,327,33222,98.43,3,1,1,1,6,"plate","2000","other","mixed",0.5,"No elevator","Five years property","No subway",6,41411
116.391726,39.978788,"2016-07-18",129,117,684,77905,87.8,3,1,1,1,24,"combination of plate and tower","1991","hardcover","mixed",0.25,"Elevator","No five years property","Subway",10,121898
116.374708,39.854229,"2016-06-29",110,47,347,42148,82.33,2,1,1,1,6,"plate","1998","hardcover","brick and concrete",0.333,"No elevator","Five years property","Subway",2,56242
116.203052,39.921408,"2016-08-16",158,94,171,31650,54.03,2,1,1,1,6,"plate","1985","Simplicity","brick and concrete",0.333,"No elevator","Five years property","No subway",9,50187
116.338397,39.760335,"2016-08-23",165,46,360,40450,89,2,1,1,1,33,"combination of plate and tower","2015","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",4,47847
116.378537,39.879671,"2016-11-14",248,81,1965,71979,273,4,2,1,3,13,"plate","2002","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",10,93400
116.647632,39.940239,"2016-07-12",123,13,928,24422,380,6,3,1,5,5,"plate","2010","rough","brick and concrete",0.5,"Elevator","No five years property","No subway",11,40196
116.513277,39.940621,"2016-09-10",183,29,460,39817,115.53,3,2,1,1,21,"tower","2000","other","steel-concrete composite",0.083,"No elevator","Five years property","No subway",7,52256
116.446167,39.969777,"2016-07-25",136,40,310,54396,56.99,2,1,1,1,13,"combination of plate and tower","1986","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,66670
116.338639,40.079333,"2016-07-26",137,27,376,31697,118.61,3,2,1,1,6,"plate","2003","hardcover","mixed",0.5,"No elevator","Five years property","Subway",6,40638
116.489254,40.006445,"2016-07-11",122,26,815,54432,149.73,3,2,1,2,22,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,75993
116.260421,39.927665,"2016-06-23",104,49,584,55620,105,3,1,1,1,6,"plate","2000","Simplicity","steel-concrete composite",0.5,"No elevator","No five years property","No subway",8,63813
116.4388,40.054941,"2016-07-27",137,55,520,59388,87.56,2,2,1,1,27,"plate","2014","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,77695
116.58468,39.935758,"2016-06-30",111,99,200,45893,43.58,1,0,1,1,11,"plate","2007","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,59730
116.462116,39.973094,"2016-07-04",115,46,340,77115,44.09,1,1,1,1,12,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",7,90017
